Dif. SG_N,Dif. SG_P,Early round SD_N,Early round SD_P,Elong. SD_N,Elong. SD_P,Late round SD_N,Late round SD_P,Macrophage_N,Macrophage_P,SC.I_N,SC.I_P,SC.II_N,SC.II_P,Sertoli_N,Sertoli_P,Undif. SG_N,Undif. SG_P
FGF13,6.740970849969645e-19,CYTH1,8.947709120820086e-09,LRRC52-AS1,9.96828909312815e-34,LOC105377280,1.1927231313792792e-28,MEIS1,0.00021373670374324723,HS2ST1,1.7890192325260167e-12,TRAPPC5,5.914116260117878e-29,NCKAP1,6.505644930605558e-10,IL12A-AS1,4.149461763549295e-08
KLHL13,8.747486456257539e-19,SPAG8,9.544885026223427e-09,EIF4H,1.2113618402931656e-33,VAV3,7.228761073904703e-29,IRF1-AS1,0.00021462758046333577,UQCRQ,2.022839919835095e-12,SEM1,5.630152990058289e-29,MERTK,6.870120726350571e-10,AK5,4.270910361133353e-08
TRAPPC6A,7.799610335848382e-19,FAM228A,1.0011345579879216e-08,CCDC196,1.0506141794394454e-33,LINC00869,8.985885761740658e-29,ABLIM1,0.00022117260577455316,CCP110,2.054853721109307e-12,FAU,9.108329360308672e-29,UXS1,7.030627720803817e-10,SPRY4-AS1,4.570205841635682e-08
ZNF462,8.200622177984123e-19,SSNA1,9.842807306354083e-09,GNA11,1.040516660943786e-33,LOC112268247,1.4239660739699897e-28,ACSF2,0.00023423002490784595,PTGES3,2.036834456974303e-12,OBSL1,1.3532306050413327e-28,SLC7A2,7.448649652554429e-10,LOC105370500,4.564188658963528e-08
NOL10,7.60737051182869e-19,CCDC181,1.016024103915511e-08,HOXC4,1.9809627485321863e-33,C13orf46,1.1561379749644486e-28,PANK3,0.00024825742239039587,DENND5B,2.0098051921953267e-12,MORF4L1,1.2272105333962764e-28,LOC107985989,7.70566200762087e-10,ATP2B1,4.4718385566825605e-08
RNMT,7.364671210399139e-19,LINC01938,1.0399323377975436e-08,FAM222A,1.1630983941797238e-33,UBL4B,1.217733000650931e-28,LOC101929028,0.0002491681015129442,LOC101927252,2.484547127962563e-12,LINC00905,2.269830441525506e-28,GRAMD1B,7.521642361045785e-10,LAMC1,4.634137744409022e-08
ZBTB20,6.132878638632447e-19,WDR93,1.1590635744802028e-08,CCDC141,1.413804092171887e-33,TMEM95,2.9146461289085664e-28,ACSM3,0.00026084181654520167,ARHGAP33,2.566319278825498e-12,ZCWPW2,2.120503470476592e-28,SUSD1,7.65430921419179e-10,LOC100506403,4.7402882270813665e-08
XPO4,8.277081371329258e-19,TEX51,1.1590635744802028e-08,ZNF330,1.0754047996459775e-33,VEPH1,1.9121650255156366e-28,SLC40A1,0.00026469463680555913,CIRBP,2.410855354029991e-12,BIRC5,2.8789448198293093e-28,TTC8,8.231244241399916e-10,ADAL,5.0262470674301517e-08
BEND4,1.0412683614894362e-18,ERICH6B,1.2361310291282812e-08,LOC105373035,1.9296268784109876e-33,RYR2,1.5236360921769285e-28,RPS19,0.0002664288057717566,ATP9B,2.6213041853347273e-12,RPL37A,9.807055171154358e-29,SLCO1A2,8.762606070223545e-10,CACNA2D1,4.893020349845382e-08
LOC107986489,1.0798208974452308e-18,LOC107985377,1.285709243555734e-08,LOC105373358,2.483328285184394e-33,LOC105372069,2.906799818089241e-28,GNAS,0.0002732259644660969,RBM44,2.783760504020108e-12,HSP90AA1,2.6707719784505125e-28,THBS4,8.65928933689846e-10,FANCC,4.981005727279704e-08
FKBP10,1.1454064841763622e-18,LOC101930094,1.3779758891673376e-08,SULT1A1,2.1216523673693326e-33,GNG2,2.1280763190799456e-28,MATN2,0.0002779219522323727,LOC105373592,2.610027307531209e-12,IQANK1,2.7384494972571865e-28,IGF1R,9.182664871789986e-10,FAM227B,5.185078099896257e-08
MSH3,8.633448983742238e-19,LOC105374804,1.4127148021871748e-08,LOC105370489,2.929704058496721e-33,LINC00943,3.230423599308952e-28,ALDH1A3,0.0002806493037220031,CSNK1A1,2.6651797391822043e-12,TIMM13,6.643734908381801e-28,IL4R,9.703051369155736e-10,ARHGAP10,5.259890554580469e-08
COA1,8.76132966996229e-19,CASC2,1.4196462921492146e-08,LOC105371021,2.261899434471297e-33,LINC00536,3.890967270846945e-28,GRAMD1B,0.0002850705067947213,ENTPD1-AS1,2.597781180018613e-12,ZPBP,2.9418487831160765e-28,UBE2H,9.035759555124638e-10,LOC101928849,5.685837665010994e-08
CPSF6,9.530303783236904e-19,FAM230C,1.471511073984495e-08,SPATA32,3.48064480942454e-33,SEPTIN7,2.3613518235134764e-28,NDFIP1,0.0002936732032462778,FNIP1,2.8203240465310805e-12,ATP5F1E,7.688075683023046e-28,VCL,9.794856873099445e-10,LY86,5.6947745610814784e-08
SMAD2,9.16628597075688e-19,LOC105376486,1.5015339951976235e-08,CFAP100-DT,2.002530977124362e-33,ATAD1,2.06781668468706e-28,HNMT,0.00030051306719143674,MCMDC2,2.8308300725966506e-12,LOC388780,6.1939554026768e-28,SLC25A36,9.918873036709686e-10,LOC105373667,5.7686486278061025e-08
SULT1C2,1.2794220425825616e-18,AIM2,1.5389713074616832e-08,MGAT4C,9.010053414216453e-34,RERG,3.808875155516375e-28,ANPEP,0.00030076502758486813,OLA1,3.243775682015177e-12,RPS7,3.8788102208629514e-28,MPPED2,1.0510580168755938e-09,SNTG1,5.8379968548498396e-08
DDX46,9.78780826415769e-19,HDGFL1,1.5389713074616832e-08,LOC101928012,4.8881647604516874e-33,C5orf49,3.488512417430538e-28,SOAT1,0.00030475793499419205,SEM1,2.890550117033924e-12,C1QTNF3,3.509062308723491e-28,ATP11A,1.0526293509940692e-09,RHOA,5.823724535342648e-08
POTEE,1.1452466717307671e-18,MRPS33,1.5039355415480047e-08,LINC02842,9.056058560197017e-34,amplicon-chrX-ETD1/B/ZNF75D,4.676404448100048e-28,PCAT14,0.0003071562980280884,USP32,3.230071285285383e-12,LNP1,9.165030662029197e-28,LRPPRC,1.0487909751487545e-09,ATP8B4,6.03384849656779e-08
PIAS1,1.067192629445135e-18,DNAH6,1.5570458197122672e-08,TRIM17,3.48064480942454e-33,NLRP1,3.9105105113166695e-28,LOC105374042,0.0003071562980280884,BRD8,3.794848265766789e-12,YPEL1,7.435324934135304e-28,HUWE1,1.0811511520185561e-09,FAM149B1,6.711799681653839e-08
HIP1R,1.3125133028398712e-18,UBE2U,1.6498667805433205e-08,LINC00550,4.692023326388962e-33,MS4A5,4.361556764135231e-28,FAM172A,0.0003027344279246232,MAZ,4.226882298055126e-12,RTRAF,8.113693879145488e-28,FBXO21,1.1089965994195516e-09,FBXL17,6.531507424736609e-08
CDK13,1.148805335663015e-18,POMC,1.6338052908624303e-08,LOC107984236,4.492885206468555e-33,DNAJC5B,4.212252859381285e-28,MKLN1,0.00030662043998067983,RREB1,4.252037052118058e-12,DYDC1,9.027469887835866e-28,FRMPD1,1.2665748837938427e-09,TRAPPC9,6.691523269715957e-08
SSU72,1.2852433332562081e-18,SEC61G,1.5830526283967864e-08,GRINA,3.4676816735268816e-33,LINC01917,6.631589666332639e-28,FSTL1,0.000325229220704163,LOC107986770,3.7933182455319064e-12,ATP8B3,1.5490356583458474e-27,LGALS3BP,1.3028257778555555e-09,SLC35F3,7.219191353855186e-08
DAPK1,1.2518334429315206e-18,ISCU,1.6925897589298377e-08,LOC284788,3.909836486039661e-33,LOC105376486,8.450322784997095e-28,SSR3,0.00032162549428100233,MGA,3.944443377264701e-12,STIM2-AS1,2.0037209292161536e-27,GAS7,1.4219343497888156e-09,USP12-AS1,7.312890862964062e-08
RPL6,1.2033871203068747e-18,FUZ,1.9274745547509475e-08,LINC02853,7.431457727005938e-33,LINC01471,7.126895631511404e-28,KLF12,0.00033501789880614237,LOC102724495,4.431210492384936e-12,THOC7,1.3575799222939838e-27,PLXDC2,1.4083279463660326e-09,CCDC144NL-AS1,7.352143527911994e-08
SCN1A,1.6938149516193186e-18,COX5A,1.858052698648842e-08,LOC105373060,1.2789960733202223e-32,LINC01277,7.075694416323576e-28,GAPDH,0.00033856870277512436,MYHAS,4.220357283042784e-12,LINC02475,2.6308887519704986e-27,SOGA1,1.4848634998007554e-09,DUSP5,7.732538186725511e-08
C1QBP,1.6726559898769754e-18,ARL13B,1.9274745547509475e-08,LINC01001,1.0271777442919387e-32,LOC100506675,1.0256418221488732e-27,ELMO1,0.00034656478092997905,VPS35,4.241228373364715e-12,ELOVL2-AS1,2.728723248038907e-27,COL18A1,1.539522592921063e-09,CADPS2,7.55146706531145e-08
NDUFB2,1.5758471570725665e-18,GOLGA6L10,1.9274745547509475e-08,amplicon-chrX-SPANXA1/A2/N1/N2/N3/N4/N5/B1/C/D,5.394100945781972e-33,LINC00351,7.514133204607953e-28,SF3B1,0.00034656478092997905,SKAP1,4.52533647371464e-12,COMMD10,2.681919362695693e-27,ZNF516,1.5740355518184773e-09,CLASP2,7.601140482355044e-08
AFF3,1.4437207508458697e-18,FMC1-LUC7L2,2.1153662574330022e-08,TEX35,9.321432645454422e-33,FAM24B-CUZD1,1.3356964478606014e-27,PRSS23,0.0003509157508624047,MIR548A1HG,4.2958659883292e-12,MYL12-AS1,4.44978766095075e-27,LOC107985792,1.7633645680901031e-09,LOC101929200,7.829416035954914e-08
PTPRS,1.9792282414780184e-18,C12orf71,2.4000695724897758e-08,TNP2,1.678946678214752e-32,LOC101928519,1.397444722819083e-27,SGCZ,0.0003612146967823673,CLSPN,4.90031751747466e-12,REXO2,3.299028801910944e-27,APPL2,1.98667735417377e-09,SYT1,8.166756980630057e-08
DPP6,1.7682044775703807e-18,LOC100506236,2.4000695724897758e-08,DHRS9,1.2157229099854196e-32,KIAA1328,7.886164130036511e-28,PNISR,0.0003578627231962419,PAGE4,5.281234468355987e-12,CFAP46,5.130489313846499e-27,CDYL2,2.0380741140878667e-09,LOC730100,8.486413603173647e-08
CNTNAP2,2.0044851027794255e-18,LRRC74B,2.444187726352273e-08,CDKL3,9.328557871486047e-33,CCDC182,1.3997876272044141e-27,THUMPD1,0.0003830166381352057,ZSCAN25,5.1932033272799356e-12,CENPK,2.8096473700579304e-27,CTNNAL1,1.918393686006318e-09,BASP1-AS1,9.210519942310857e-08
SENP3-EIF4A1,2.581645890576079e-18,ANGPTL5,2.672707696140054e-08,DRAM1,1.3800283064558422e-32,CATSPER3,1.5082510826630391e-27,PALMD,0.00038617475719429927,PAGE1,5.716013991641077e-12,SMURF1,3.6595284561304935e-27,FKBP5,2.015176952594295e-09,ITGB8,9.238467767316193e-08
GRB2,2.882484963410477e-18,CCDC192,2.672707696140054e-08,EFCAB1,1.1987813012838705e-32,LOC101929563,1.7910127417492058e-27,PLTP,0.0003869822169325574,KCNQ1,5.905102326260016e-12,DBF4,4.109120797814704e-27,ND2,2.1205109874865433e-09,ADGRL3,8.851900703772122e-08
TLE1,3.141359757875164e-18,CFAP161,2.8802741751026445e-08,LINC00606,2.970871975884611e-32,ZNRF4,1.3935339893764708e-27,FBLN5,0.00039047873659686037,TPR,5.579510896244969e-12,ROPN1L,3.619596737905266e-27,RAB11FIP3,2.0630636532167818e-09,ADAMTSL3,9.464186406279649e-08
C11orf80,2.5055613300456467e-18,LINC01609,3.0047687951253564e-08,LOC100287834,2.606257485842638e-32,LOC100505938,1.5564963604162022e-27,TBL1XR1,0.00038617475719429927,RPS15A,5.500379553202079e-12,IFT74,3.636262216936693e-27,SGMS1,2.304657276887592e-09,LINC00692,1.0233176531064723e-07
MACF1,2.5533639572902545e-18,PFDN4,3.1908552606706474e-08,GOLGA6L9,1.4307526407857234e-32,HINT3,9.315918871299944e-28,FKBP5,0.00039425441692035563,ORC6,6.920162502770072e-12,MLLT10,4.197920293075363e-27,ATXN10,2.252897575974639e-09,LOC105370740,1.122954366406099e-07
ATP5MC2,3.206259038245519e-18,SPA17,3.300728806024281e-08,NKAIN3,2.3917516792191378e-32,LYZL4,1.8851757616571077e-27,CDK8,0.00039635164694516126,RPS14,6.775258354903963e-12,ENDOG,6.154812616167015e-27,WDFY3,2.6495957903075975e-09,PBX3,1.0866939422631081e-07
RDX,2.9753367828940873e-18,LINC01317,3.300728806024281e-08,GUCA1ANB,4.627712220493964e-32,ZNF500,2.289452547555019e-27,CRYZL2P-SEC16B,0.0004250341229858636,SYNGR4,7.014547512260337e-12,CERS3,6.288648752194116e-27,WSB1,2.463275810112363e-09,LOC105375509,1.1840912970771878e-07
RALA,3.68979402933406e-18,LRP4-AS1,3.671346605912333e-08,DDX27,3.642037127173464e-32,FLJ46284,2.5015612333852646e-27,ZFP36L2,0.0004280523274439579,DPY19L2,8.434790507617944e-12,LOC105374928,8.2915547099865e-27,ADAM33,2.957458831140707e-09,NREP,1.2217603489245002e-07
WDR75,4.050955574131779e-18,PPP1R2B,3.5981527456790676e-08,EVX1-AS,6.260796982292439e-32,amplicon-chrX-SPACA5/B,2.3259399614525094e-27,HSPD1,0.0004265931919766177,ATR,8.969098555220236e-12,PFDN5,6.052039067259736e-27,GRB14,2.953186044383979e-09,MBOAT2,1.2072409673839048e-07
NSMCE2,3.3436623977915064e-18,CUTC,3.602054544186473e-08,LINC02808,6.297388669165592e-32,LINC02748,3.719853375204674e-27,STAG2,0.00043406154290067663,RPS24,8.724699614883871e-12,MORC2-AS1,9.641708059095486e-27,TTC39C,2.9093953475780475e-09,LOC105369689,1.312671651826016e-07
